Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
3147,0,0,0,0,0,0,0,0,0,0
3148,0,0,0,0,0,0,0,0,0,0
3149,0,0,0,0,0,0,0,0,0,0
3150,0,0,0,0,0,0,0,0,0,0
3151,0,0,0,0,0,0,0,0,0,0
3152,0,0,0,0,0,0,0,0,0,0
3153,0,0,0,0,0,0,0,0,0,0
3154,0,0,0,0,0,0,0,0,0,0
3155,0,0,0,0,0,0,0,0,0,0
3156,0,0,0,0,0,0,0,0,0,0
3157,0,0,0,0,0,0,0,0,0,0
3158,0,0,0,0,0,0,0,0,0,0
3159,0,0,0,0,0,0,0,0,0,0
3160,0,0,0,0,0,0,0,0,0,0
3161,0,0,0,0,0,0,0,0,0,0
3162,0,0,0,0,0,0,0,0,0,0
3163,0,0.805693,-10.1528,-25.8574,-1379.73,-4568.84,3027.51,-168.037,50.745,0
3164,0,5.43957,-6.21458,-23.1272,-431.548,-4025.43,1754.3,-174.031,18.3325,0
3165,0,0.288062,-0.302934,-1.16116,-19.1236,-201.913,85.0568,-8.81288,0.834687,0
3166,0,0,0,0,0,0,0,0,0,0
3167,0,0,0,0,0,0,0,0,0,0
3168,0,5.3412,4.38616,-21.5474,-393.21,-4182.74,1205.73,-184.22,17.3182,0
3169,0,5.03812,1.74255,-27.5608,-358.592,-4375.96,949.446,-159.107,13.0602,0
3170,0,0.256298,0.0812726,-1.42435,-18.2043,-223.938,47.7215,-8.04891,0.654307,0
3171,0,0,0,0,0,0,0,0,0,0
3172,0,5.95307,0.846729,-20.5737,-767.292,-3842.11,1268.83,-177.15,35.3779,0
3173,0,5.7648,-1.63329,-27.925,-327.572,-4732.95,1401.67,-169.695,12.0367,0
3174,0,6.62224,-2.09374,-31.6294,-230.984,-5070.79,1476.7,-160.368,7.32218,0
3175,0,7.05426,-2.06051,-30.3882,-249.368,-5207.32,1613.83,-171.389,8.20882,0
3176,0,5.82746,-3.84543,-34.4996,-143.927,-5510.41,1557.9,-159.805,4.19885,0
3177,0,6.29674,-2.86842,-40.7226,245.346,-6223.09,1318.93,-152.867,-5.94486,0
3178,0,6.81984,-2.68911,-45.3593,418.659,-6810.9,1363.2,-150.167,-9.21564,0
3179,0,6.99364,-2.52212,-46.1344,300.997,-7106.73,1218.69,-154.041,-6.52616,0
3180,0,7.54691,-0.807162,-48.1885,151.906,-7397.98,1157.6,-153.524,-3.1598,0
3181,0,8.36767,1.23243,-53.1891,257.022,-7784.54,982.157,-146.392,-4.82283,0
3182,0,8.22477,2.72476,-56.2582,216.144,-8258.9,713.674,-146.801,-3.84499,0
3183,0,8.10151,4.63866,-58.2066,228.72,-8623.16,445.113,-148.145,-3.9292,0
3184,0,8.39671,5.49841,-63.0121,503.359,-9103.58,299.194,-144.489,-7.97143,0
3185,0,7.77783,5.99758,-68.2042,790.111,-9708.73,210.68,-142.356,-11.5708,0
3186,0,6.94956,5.17532,-71.7166,1100.95,-10333.9,101.288,-144.089,-15.3423,0
3187,0,6.01171,4.09823,-75.53,1665.68,-11042.5,205.459,-146.196,-22.0356,0
3188,0,5.43289,2.15216,-80.9703,2149.85,-11915.8,331.381,-147.159,-26.536,0
3189,0,5.3973,0.517394,-85.6506,2555.66,-12531.3,424.761,-146.31,-29.8293,0
3190,0,6.09245,-0.207779,-92.4641,3148.55,-13299.6,641.794,-143.845,-34.0353,0
3191,0,6.98988,-0.256924,-99.8703,3624.25,-14107.4,667.093,-141.267,-36.2815,0
3192,0,8.25735,-0.323785,-106.608,4334.11,-15057.3,755.686,-141.239,-40.6402,0
3193,0,9.18267,-0.450686,-113.817,5145.9,-16099.8,808.811,-141.453,-45.1974,0
3194,0,10.3317,-0.558197,-121.768,5896.43,-17225.1,784.244,-141.459,-48.4131,0
3195,0,11.4739,-1.12102,-130.502,6684.98,-18348.4,961.077,-140.602,-51.2157,0
3196,0,12.7803,-1.64917,-140.008,7611.61,-19428.4,1082.17,-138.773,-54.3542,0
3197,0,14.1058,-2.54264,-149.466,8583.43,-20590.3,1156,-137.762,-57.4173,0
3198,0,15.3871,-2.96729,-158.933,9508.12,-21829.1,1313.38,-137.349,-59.8175,0
3199,0,17.1074,-3.32866,-167.906,10508.7,-23141.2,1507.42,-137.821,-62.5791,0
3200,0,18.7934,-3.6509,-177.684,11455.5,-24290.7,1648.87,-136.711,-64.4657,0
3201,0,20.0215,-3.41061,-187.253,12157.2,-25338,1713.42,-135.318,-64.9231,0
3202,0,20.9985,-2.63374,-195.184,12827.6,-26464.7,1656.49,-135.587,-65.7186,0
3203,0,21.5826,-1.69297,-202.481,13374.4,-27427.8,1551.18,-135.458,-66.0519,0
3204,0,21.7469,-0.946243,-209.039,13908.4,-28349.5,1346.99,-135.618,-66.5341,0
3205,0,21.7254,-0.485423,-215.023,14402.4,-29192.8,1266.21,-135.766,-66.98,0
3206,0,22.2045,-0.164328,-221.58,14934.6,-29960.7,1284.89,-135.215,-67.3998,0
3207,0,22.3624,-0.554245,-227.067,15446.1,-30723.3,1361.04,-135.305,-68.0237,0
3208,0,22.7846,-0.438074,-232.371,15923.2,-31483.2,1393,-135.487,-68.5243,0
3209,0,22.8473,-0.265032,-237.888,16403.3,-32299,1383.89,-135.774,-68.9533,0
3210,0,23.1682,0.00553653,-243.308,16899.4,-33023.5,1391.87,-135.727,-69.456,0
3211,0,23.008,0.291745,-249.576,17355.9,-33843.4,1358.96,-135.604,-69.5413,0
3212,0,23.0809,0.473513,-255.786,17882.7,-34577.5,1294.49,-135.182,-69.9123,0
3213,0,23.3704,0.41404,-261.237,18471.9,-35447.7,1288.24,-135.691,-70.7084,0
3214,0,23.2404,0.148978,-267.306,18978.1,-36273.2,1340.56,-135.699,-70.9974,0
3215,0,23.5435,-0.0674932,-273.297,19556.4,-37111.9,1414.74,-135.793,-71.5565,0
3216,0,24.0531,-0.489158,-279.722,20217.5,-37887.2,1572.54,-135.446,-72.2762,0
3217,0,24.9711,-0.897851,-286.234,20797.9,-38780.1,1711.67,-135.484,-72.6601,0
3218,0,25.5894,-1.30871,-292.336,21426.4,-39595.8,1704.65,-135.446,-73.2929,0
3219,0,26.1337,-1.40238,-298.399,21969.8,-40373.1,1708.97,-135.299,-73.6253,0
3220,0,26.7087,-1.26449,-304.535,22497.8,-41187.1,1753.05,-135.246,-73.8756,0
3221,0,27.3888,-1.01974,-309.968,22994.7,-41904,1760.8,-135.188,-74.1837,0
3222,0,27.574,-0.847938,-315.108,23443.8,-42511.9,1679.77,-134.912,-74.3989,0
3223,0,28.0916,-1.02184,-319.747,23921.3,-43229.3,1756.48,-135.198,-74.8128,0
3224,0,28.387,-1.2493,-324.003,24304.2,-43731.3,1897.63,-134.972,-75.0121,0
3225,0,28.2525,-1.23143,-328.281,24594.7,-44232.4,1825.04,-134.74,-74.9196,0
3226,0,28.8361,-1.18714,-331.929,24850.4,-44677.3,1791.56,-134.599,-74.8665,0
3227,0,28.8023,-0.869262,-335.156,24993.9,-45175.6,1824.44,-134.79,-74.5742,0
3228,0,28.5078,-0.966106,-338.355,25215.8,-45564.9,1749.89,-134.666,-74.5249,0
3229,0,28.4268,-0.831999,-342.012,25564.5,-46079.8,1687.29,-134.731,-74.7471,0
3230,0,28.1026,-0.766527,-345.362,25822.7,-46485.8,1616.49,-134.6,-74.77,0
3231,0,27.793,-0.933668,-349.204,26066.4,-47023.6,1559.65,-134.66,-74.6453,0
3232,0,27.6028,-0.683585,-353.166,26339.8,-47542.9,1508.68,-134.619,-74.5819,0
3233,0,27.3377,-0.416501,-356.327,26633.5,-48060.4,1457.17,-134.877,-74.7444,0
3234,0,27.1176,-0.36996,-360.258,27031.1,-48623.8,1493.03,-134.969,-75.0325,0
3235,0,27.3879,-0.722277,-364.389,27323.5,-49085.6,1399.75,-134.707,-74.9845,0
3236,0,27.6236,-0.825397,-367.605,27681.1,-49577.3,1461.48,-134.866,-75.301,0
3237,0,27.6689,-1.26797,-370.966,28002.1,-50027.4,1471.15,-134.857,-75.4841,0
3238,0,27.5765,-1.10413,-374.546,28311.2,-50404.9,1380.21,-134.576,-75.5881,0
3239,0,27.5566,-1.3121,-376.849,28633.5,-50781.6,1417.82,-134.753,-75.9814,0
3240,0,27.387,-1.71303,-379.434,28920.1,-51149.4,1435.49,-134.804,-76.219,0
3241,0,27.4841,-1.63293,-381.852,29224.4,-51395.5,1378.72,-134.595,-76.5331,0
3242,0,27.7478,-1.83843,-384.082,29412.7,-51668.6,1424.03,-134.525,-76.5792,0
3243,0,27.9901,-2.06685,-386.271,29696.9,-51944,1388.76,-134.475,-76.8808,0
3244,0,27.8767,-2.15465,-388.428,30010.6,-52189.9,1410.61,-134.362,-77.2616,0
3245,0,27.9661,-2.26244,-390.907,30290.3,-52510.9,1407.65,-134.331,-77.4873,0
3246,0,28.2308,-2.55265,-393.216,30524.6,-52794.9,1329.98,-134.265,-77.6281,0
3247,0,27.9652,-2.62177,-395.718,30739.5,-53030.4,1354.47,-134.011,-77.6805,0
3248,0,27.8932,-2.98588,-397.881,31004.7,-53350.7,1375.9,-134.087,-77.9243,0
3249,0,28.0544,-3.29442,-400.622,31257.6,-53742.7,1411.46,-134.148,-78.0226,0
3250,0,27.9208,-3.06181,-403.711,31449.1,-54033,1370.86,-133.841,-77.9003,0
3251,0,27.8645,-3.25424,-406.351,31637.5,-54398.5,1349.05,-133.871,-77.8576,0
3252,0,27.6061,-3.1783,-409.063,31917.5,-54718.3,1343.03,-133.765,-78.0258,0
3253,0,27.2696,-2.91803,-411.972,32146,-55096.9,1396.69,-133.74,-78.0296,0
3254,0,26.8849,-2.90054,-414.527,32394.3,-55413.8,1337.38,-133.68,-78.1476,0
3255,0,27.0369,-2.75028,-417.395,32644.3,-55810.4,1192.33,-133.711,-78.2096,0
3256,0,26.6428,-2.73577,-420.314,32863.2,-56189,1158.96,-133.683,-78.1871,0
3257,0,26.4186,-2.44274,-422.943,33069,-56527.5,1148.03,-133.653,-78.1878,0
3258,0,26.2032,-2.12569,-426.108,33341.7,-56932.9,1181.74,-133.611,-78.247,0
3259,0,26.1703,-1.82651,-428.668,33470.9,-57262.5,1092.49,-133.583,-78.0813,0
3260,0,26.1196,-1.29501,-430.816,33661.2,-57484.2,1013.38,-133.431,-78.1336,0
3261,0,26.2012,-0.920745,-433.394,33896.7,-57865.3,915.986,-133.517,-78.2122,0
3262,0,26.1157,-0.782938,-435.462,33999.8,-58131.8,890.854,-133.494,-78.0775,0
3263,0,26.0254,-0.526726,-437.318,34102.7,-58349.4,768.462,-133.425,-77.9814,0
3264,0,25.8314,-0.346276,-439.162,34295.7,-58577,793.944,-133.384,-78.0935,0
3265,0,25.9882,-0.506305,-441.064,34531.4,-58816.4,747.189,-133.351,-78.2911,0
3266,0,26,-0.350402,-443.642,34702.1,-59120.5,744.06,-133.262,-78.221,0
3267,0,25.8375,-0.141298,-445.711,34933.8,-59485.7,650.823,-133.462,-78.3776,0
3268,0,25.6664,0.00669123,-448.75,35186.5,-59781.8,629.285,-133.219,-78.4101,0
3269,0,25.543,-0.00192569,-451.596,35482.4,-60176.8,676.036,-133.254,-78.571,0
3270,0,25.61,0.117963,-454.672,35733.7,-60595.5,610.854,-133.273,-78.5923,0
3271,0,25.7348,-0.244114,-457.576,36063.9,-60909.6,629.203,-133.114,-78.815,0
3272,0,25.8974,0.0285433,-459.926,36195.4,-61276.4,577.569,-133.231,-78.6984,0
3273,0,25.7632,0.237859,-461.888,36276.1,-61514.2,486.6,-133.18,-78.5388,0
3274,0,25.5586,0.689713,-463.475,36365.2,-61708.1,538.932,-133.142,-78.462,0
3275,0,25.0451,1.05777,-464.614,36371.1,-61888.5,368.555,-133.204,-78.2824,0
3276,0,24.9287,1.60366,-465.591,36260,-61953.2,328.289,-133.064,-77.8794,0
3277,0,25.0558,1.83359,-465.977,36191.8,-61980.7,244.426,-133.012,-77.6688,0
3278,0,24.9443,2.16639,-466.568,36101.9,-62080.8,229.709,-133.058,-77.3775,0
3279,0,24.8773,2.23396,-467.25,36015.6,-62067.9,249.455,-132.836,-77.0798,0
3280,0,24.7301,2.31184,-467.107,35916.9,-62162.9,314.61,-133.081,-76.8921,0
3281,0,24.6296,2.50196,-467.094,35819.1,-62080.7,271.432,-132.908,-76.6851,0
3282,0,24.492,2.64465,-466.919,35654.1,-61988.6,370.256,-132.761,-76.3604,0
3283,0,24.2631,2.66589,-467.198,35598.9,-62022.5,411.478,-132.754,-76.1967,0
3284,0,24.5419,2.68506,-467.102,35479.2,-62018.1,316.772,-132.772,-75.956,0
3285,0,24.5007,2.65967,-467.734,35319.6,-62086.7,217.233,-132.739,-75.5122,0
3286,0,24.2168,2.73676,-468.524,35286.8,-62048.1,224.832,-132.433,-75.3148,0
3287,0,24.2882,2.81852,-468.927,35223.3,-62097.7,143.283,-132.425,-75.1146,0
3288,0,24.0811,2.75462,-469.433,35198.7,-62112.5,137.144,-132.314,-74.9813,0
3289,0,24.0391,2.5527,-469.818,35193.6,-62227.9,137.018,-132.451,-74.9091,0
3290,0,23.7206,2.8496,-471.124,35142.4,-62345.5,160.833,-132.333,-74.5928,0
3291,0,23.5336,2.8588,-471.83,35218.7,-62549.9,230.447,-132.569,-74.6428,0
3292,0,23.2742,2.81643,-473.533,35357.3,-62731.7,235.274,-132.476,-74.6671,0
3293,0,22.9041,2.85755,-474.747,35438.1,-62853.2,278.658,-132.393,-74.6463,0
3294,0,22.8234,2.87663,-475.919,35541.5,-63008.5,228.551,-132.394,-74.6798,0
3295,0,23.0274,2.98321,-477.279,35714.2,-63164.9,297.13,-132.344,-74.8287,0
3296,0,22.844,3.1385,-478.349,35848.3,-63319.3,437.998,-132.371,-74.9417,0
3297,0,22.7573,2.66305,-479.338,35970.1,-63357.3,399.745,-132.177,-75.0412,0
3298,0,23.1416,2.30071,-479.275,36076.6,-63417.5,410.808,-132.32,-75.2733,0
3299,0,23.7331,2.0477,-479.237,36267.5,-63420.1,489.624,-132.336,-75.6776,0
3300,0,23.2741,1.92574,-479.075,36413.8,-63352.7,519.918,-132.24,-76.0087,0
3301,0,23.4288,1.59208,-478.612,36460.2,-63265.9,565.431,-132.186,-76.1789,0
3302,0,23.1982,1.57641,-477.779,36413.9,-63132.7,520.519,-132.138,-76.2149,0
3303,0,22.9999,1.60098,-476.833,36382.9,-62981.4,570.241,-132.083,-76.3012,0
3304,0,22.9237,1.62094,-474.79,36184.8,-62803.7,622.816,-132.277,-76.2121,0
3305,0,23.0179,2.06514,-474.016,36002.9,-62682.1,486.149,-132.236,-75.9529,0
3306,0,22.705,2.36535,-473.272,35841.4,-62599.4,441.546,-132.269,-75.7311,0
3307,0,21.5963,2.96526,-472.652,35679.4,-62648.2,346.972,-132.546,-75.4877,0
3308,0,21.3301,3.20933,-472.173,35593.4,-62565.1,335.109,-132.505,-75.3822,0
3309,0,21.141,3.35272,-471.53,35415.2,-62473.2,199.052,-132.49,-75.107,0
3310,0,20.7499,3.20862,-470.06,35237,-62381.4,126.199,-132.71,-74.9627,0
3311,0,20.3628,3.53071,-468.994,35092,-62216.9,131.146,-132.66,-74.8239,0
3312,0,19.9825,3.67275,-467.41,34940.3,-61938,209.486,-132.513,-74.753,0
3313,0,19.7262,3.404,-464.986,34728,-61705.4,225.195,-132.704,-74.6862,0
3314,0,19.6581,3.35082,-462.458,34545.8,-61458.7,294.045,-132.896,-74.7003,0
3315,0,19.5489,3.08615,-459.23,34262.6,-61067.2,318.846,-132.978,-74.6087,0
3316,0,19.1978,3.06516,-455.702,34031.5,-60539.6,311.048,-132.849,-74.6794,0
3317,0,18.8559,2.77462,-450.979,33683.3,-59870,281.889,-132.756,-74.6894,0
3318,0,18.6414,2.61616,-445.978,33362.2,-59226.7,406.135,-132.802,-74.807,0
3319,0,18.2221,2.05185,-440.44,32993.1,-58633.3,609.239,-133.125,-74.9095,0
3320,0,17.9055,1.85479,-434.688,32536.6,-57876.5,705.168,-133.145,-74.8503,0
3321,0,17.6079,1.74171,-427.935,32122.7,-57098,695.962,-133.427,-75.0647,0
3322,0,16.8918,1.70503,-421.311,31625.5,-56248,746.889,-133.507,-75.0644,0
3323,0,16.0875,1.26784,-414.514,31105.3,-55390.8,696.922,-133.629,-75.0404,0
3324,0,14.9774,1.10165,-408.086,30726.8,-54570.6,711.121,-133.723,-75.2951,0
3325,0,13.6925,0.663041,-402.161,30463.2,-53885,667.981,-133.989,-75.7491,0
3326,0,12.3776,0.37392,-397.346,30212.8,-53374.6,668.446,-134.328,-76.0366,0
3327,0,11.4483,0.205765,-392.322,29981.9,-52774.9,619.404,-134.52,-76.422,0
3328,0,11.0597,-0.150131,-386.941,29889.5,-52136.7,599.914,-134.741,-77.2464,0
3329,0,11.3884,-0.52315,-381.797,29753,-51517.9,708.368,-134.936,-77.9295,0
3330,0,11.5499,-1.22073,-376.949,29716.8,-50840.9,922.77,-134.875,-78.836,0
3331,0,11.7779,-2.01544,-372.557,29733,-50242.8,1125.31,-134.859,-79.8087,0
3332,0,12.2401,-2.59281,-368.532,29696.2,-49627.5,1130.1,-134.663,-80.5804,0
3333,0,13.0695,-3.05788,-363.821,29491.9,-48955.9,1239.95,-134.56,-81.0619,0
3334,0,13.207,-3.18096,-358.083,29210.7,-48280.2,1310.69,-134.83,-81.5757,0
3335,0,13.2787,-3.67889,-352.358,28891,-47479.3,1430.9,-134.747,-81.9937,0
3336,0,13.2819,-3.88836,-347.192,28584.2,-46801.3,1521.47,-134.8,-82.33,0
3337,0,13.5534,-4.06467,-342.314,28163.3,-46024.5,1566.32,-134.451,-82.2733,0
3338,0,13.098,-3.94222,-337.339,27618.5,-45415.4,1659.48,-134.629,-81.8712,0
3339,0,13.0225,-3.90252,-333.023,27209,-44972.1,1479.25,-135.043,-81.7032,0
3340,0,12.6767,-3.31473,-329.599,26797.9,-44478.9,1435.83,-134.948,-81.3044,0
3341,0,12.2663,-2.95306,-327.415,26454.8,-44231.2,1384.85,-135.092,-80.7987,0
3342,0,12.1303,-2.61986,-327.266,26246.6,-44247.5,1227.3,-135.204,-80.1997,0
3343,0,12.1416,-1.96505,-327.991,26189.8,-44355.2,1343.74,-135.233,-79.8493,0
3344,0,12.4545,-1.34787,-329.207,26156.6,-44412.2,1286.89,-134.907,-79.4534,0
3345,0,12.5959,-1.34457,-330.805,26070,-44586.4,1295.28,-134.782,-78.8079,0
3346,0,12.7423,-1.23069,-332.067,26115.1,-44771.8,1281.82,-134.827,-78.6441,0
3347,0,13.1181,-0.892007,-333.766,26140,-44922.9,1323.69,-134.594,-78.3185,0
3348,0,13.3694,-0.7311,-336.834,26258.5,-45256.2,1398.72,-134.358,-77.9571,0
3349,0,13.9177,-0.435622,-339.44,26389.9,-45587.5,1418.79,-134.302,-77.7455,0
3350,0,13.8421,0.0307069,-341.799,26513.6,-45946.5,1467.6,-134.425,-77.5707,0
3351,0,14.1052,0.695509,-345.36,26837.7,-46251.7,1477.31,-133.923,-77.7092,0
3352,0,14.4376,1.07862,-349.915,27262.6,-46925.6,1530.77,-134.106,-77.9121,0
3353,0,14.874,1.27845,-355.51,27703.3,-47710.1,1569.1,-134.202,-77.9255,0
3354,0,15.1824,0.943767,-363.166,28390.9,-48640.5,1635.45,-133.935,-78.1758,0
3355,0,15.6296,0.765888,-370.963,29233.7,-49690.5,1737.27,-133.95,-78.804,0
3356,0,16.0743,0.601268,-379.658,30120.1,-50830.4,1812.94,-133.885,-79.3341,0
3357,0,16.7715,-0.321017,-388.769,31044,-52045.4,1862.35,-133.872,-79.851,0
3358,0,17.4305,-0.468404,-398.603,31967.9,-53302.1,2015.37,-133.723,-80.1993,0
3359,0,18.2437,-0.465248,-408.045,32846.5,-54525.6,2032.89,-133.627,-80.4968,0
3360,0,18.9415,-0.308039,-417.089,33598.6,-55719.1,1976.65,-133.591,-80.5549,0
3361,0,19.8376,0.306427,-426.566,34400.3,-56939.3,2020.93,-133.483,-80.6446,0
3362,0,20.3749,0.942423,-437.178,35309.8,-58270.2,2097.82,-133.287,-80.7672,0
3363,0,20.8004,0.840801,-447.678,36269.2,-59660.5,2175.09,-133.266,-81.0158,0
3364,0,21.4875,0.484865,-459.505,37329.5,-61197.5,2308.66,-133.182,-81.2381,0
3365,0,22.5304,0.0805606,-471.701,38444.7,-62692,2451.68,-132.907,-81.5017,0
3366,0,23.5067,-0.524994,-483.124,39572.7,-64259.7,2647.56,-133.008,-81.9093,0
3367,0,24.3219,-1.08731,-494.656,40577,-65653.3,2829.57,-132.726,-82.0306,0
3368,0,25.5839,-1.69421,-505.176,41713.6,-67017.6,2960.69,-132.662,-82.5715,0
3369,0,26.9007,-2.30691,-515.901,42679.6,-68276.1,3199.86,-132.344,-82.7281,0
3370,0,28.2541,-2.64888,-524.947,43558.5,-69388.8,3399.87,-132.183,-82.9767,0
3371,0,29.0169,-3.19712,-533.448,44382.8,-70421.7,3615.29,-132.012,-83.1996,0
3372,0,30.0946,-3.67413,-541.595,45117.9,-71412.4,3712.53,-131.856,-83.3055,0
3373,0,31.2434,-3.53251,-548.305,45806.6,-72259.9,3833.27,-131.788,-83.542,0
3374,0,31.9422,-3.82663,-554.581,46376.7,-72969.6,3918.71,-131.576,-83.6248,0
3375,0,32.351,-3.97611,-559.677,46935.4,-73596.6,4049.19,-131.498,-83.8615,0
3376,0,32.9071,-3.88203,-564.561,47317.3,-74246.5,4112.51,-131.512,-83.8127,0
3377,0,33.3602,-3.58991,-568.426,47592.6,-74689.7,4179.11,-131.397,-83.727,0
3378,0,33.8144,-3.3666,-571.083,47827.7,-74924.5,4342.44,-131.197,-83.7492,0
3379,0,34.0009,-2.84798,-573.126,47851.1,-75136,4361.34,-131.099,-83.4915,0
3380,0,34.3523,-2.84936,-574.607,47959.7,-75339.7,4356.64,-131.115,-83.4651,0
3381,0,34.7879,-2.65061,-576.39,48021,-75557.2,4241.6,-131.087,-83.3134,0
3382,0,34.988,-2.31228,-577.742,47969.6,-75685.9,4271.11,-131.003,-83.0295,0
3383,0,35.1892,-2.25432,-578.276,47885.6,-75817.8,4174.02,-131.11,-82.8076,0
3384,0,35.2933,-2.35221,-578.197,47664.6,-75727.3,4147.52,-130.971,-82.4366,0
3385,0,35.6591,-2.48878,-577.467,47509.7,-75578.3,4218.46,-130.879,-82.2724,0
3386,0,35.441,-2.09221,-576.283,47303.6,-75411.6,4110.07,-130.859,-82.084,0
3387,0,35.6845,-1.74998,-574.546,47004.5,-75229.2,4081.89,-130.937,-81.8115,0
3388,0,35.5703,-1.42003,-572.737,46717.9,-74930.7,4081.45,-130.829,-81.5694,0
3389,0,35.6521,-1.26973,-570.263,46377,-74658.1,3996.01,-130.919,-81.3256,0
3390,0,35.3815,-1.17453,-566.697,46029.6,-74277.1,3960.44,-131.07,-81.2243,0
3391,0,35.0014,-1.43888,-563.932,45707.1,-73882.9,3848.68,-131.014,-81.0506,0
3392,0,34.4512,-1.49914,-559.951,45372.4,-73427.3,3801.03,-131.132,-81.0293,0
